UserFavouriteId,UserId,ArtistId,(No column name),usergroupid,isVisible,DisplayName,GroupName
8672,84,189933,19/11/2014,5299,1,Jacky Cheung,Favourites
10026,84,189933,15/12/2014,6125,1,Jacky Cheung,Asia Domestic
11857,2397,189935,02/02/2015,5110,1,Jacky Terrasson,Favourites
2412,2804,189986,25/10/2013,5511,1,Jadakiss,Favourites
13426,5389,189986,23/03/2015,6598,1,Jadakiss,Social Report Additions
13698,5389,189986,30/03/2015,6623,1,Jadakiss,Jay Cook Report
2184,1782,190041,07/10/2013,5528,1,Jake La Furia,Favourites
5750,3413,190081,30/07/2014,5246,1,James Brown,Favourites
3443,376,190081,24/03/2014,5131,1,James Brown,Favourites
10125,63,190081,15/12/2014,6127,1,James Brown,Top Cats
9132,4476,190126,03/12/2014,5978,1,James Newton Howard,LongTest
3138,2666,190142,26/02/2014,5317,1,James Taylor,Favourites
8380,460,190145,04/11/2014,5465,1,James Vincent Mcmorrow,Favourites
747,884,190156,31/10/2012,5900,1,Jamey Johnson,Favourites
6204,4481,190171,01/09/2014,5096,1,Jamie T,Favourites
7110,4623,190171,23/09/2014,4926,1,Jamie T,Favourites
11448,5126,190171,26/01/2015,6357,1,Jamie T,Virgin Roster
733,889,190281,31/10/2012,5449,1,Janne Schra,Favourites
363,519,190299,23/05/2012,5277,1,Jarle Bernhoft,Favourites
5758,4350,190320,30/07/2014,5577,1,Jason Derülo,Favourites
6253,4454,190485,01/09/2014,4865,1,Jean-Baptiste Maunier,Favourites
6378,4524,190485,08/09/2014,5339,1,Jean-Baptiste Maunier,Favourites
12439,2173,190561,26/02/2015,6465,1,Jeezy,Def Jam Social & Content Report
12378,4051,190561,24/02/2015,6459,1,Jeezy,Def Jam Weekly Social Report
13699,5389,190561,30/03/2015,6623,1,Jeezy,Jay Cook Report
6384,4524,190617,08/09/2014,5339,1,Jenifer,Favourites
6244,4454,190617,01/09/2014,4865,1,Jenifer,Favourites
2994,3307,190617,19/02/2014,5323,1,Jenifer,Favourites
4697,3265,190621,03/06/2014,5567,1,Jenni Rivera,Favourites
4385,3815,190633,19/05/2014,5715,1,Jennifer Lopez,Favourites
4115,2715,190633,06/05/2014,5298,1,Jennifer Lopez,Favourites
5522,4287,190633,21/07/2014,5627,1,Jennifer Lopez,Favourites
2902,3182,190633,11/02/2014,5409,1,Jennifer Lopez,Favourites
1883,2481,190633,12/08/2013,5433,1,Jennifer Lopez,Favourites
1538,2151,190633,07/06/2013,5181,1,Jennifer Lopez,Favourites
1673,2063,190633,01/07/2013,5384,1,Jennifer Lopez,Favourites
7255,1317,190633,26/09/2014,5052,1,Jennifer Lopez,Favourites
6425,4528,190634,08/09/2014,5926,1,Jennifer Nettles,Favourites
6766,4580,190634,17/09/2014,4917,1,Jennifer Nettles,Favourites
12144,4793,190634,11/02/2015,5288,1,Jennifer Nettles,Favourites
2879,3158,190634,07/02/2014,4960,1,Jennifer Nettles,Favourites
5550,3764,190634,21/07/2014,5852,1,Jennifer Nettles,Favourites
6097,4443,190634,22/08/2014,4891,1,Jennifer Nettles,Favourites
4210,3361,190634,10/05/2014,4978,1,Jennifer Nettles,Favourites
4428,2844,190634,21/05/2014,5410,1,Jennifer Nettles,Favourites
4683,2532,190634,03/06/2014,5553,1,Jennifer Nettles,Favourites
13663,5106,190634,27/03/2015,6617,1,Jennifer Nettles,UMG Nashville
13365,5106,190634,23/03/2015,6588,1,Jennifer Nettles,Lori - Publicity 
13366,5106,190634,23/03/2015,6589,1,Jennifer Nettles,Ailie - Publicity 
13367,5106,190634,23/03/2015,6593,1,Jennifer Nettles,Jen - Prod. Mngr
13368,5106,190634,23/03/2015,6596,1,Jennifer Nettles,Kelli - PM Coord.
13207,5106,190634,20/03/2015,6571,1,Jennifer Nettles,Bryan - Digital 
13188,5106,190634,20/03/2015,6569,1,Jennifer Nettles,Mercury Records
13701,5389,190657,30/03/2015,6623,1,Jeremih,Jay Cook Report
5356,4224,190657,09/07/2014,5396,1,Jeremih,Favourites
5333,2235,190657,09/07/2014,5828,1,Jeremih,Favourites
2383,2804,190657,24/10/2013,5511,1,Jeremih,Favourites
12379,4051,190657,24/02/2015,6459,1,Jeremih,Def Jam Weekly Social Report
12440,2173,190657,26/02/2015,6465,1,Jeremih,Def Jam Social & Content Report
11110,3210,190657,15/01/2015,6296,1,Jeremih,Team Utah
6274,4489,190657,01/09/2014,5050,1,Jeremih,Favourites
4308,1200,190719,15/05/2014,5029,1,Jesse Mccartney,Favourites
5242,1451,190784,03/07/2014,5723,1,Jill Johnson,Favourites
2529,529,190786,20/11/2013,5898,1,Jill Scott,Favourites
7764,4434,190786,09/10/2014,4953,1,Jill Scott,Favourites
12630,5038,190786,03/03/2015,6451,1,Jill Scott,3 31 and 4 7 releases
2076,2642,190840,20/09/2013,5878,1,Jimmy Eat World,Favourites
4000,3657,190951,23/04/2014,5563,1,João Afonso,Favourites
1352,1969,191032,13/05/2013,5658,1,Joe Lovano,Favourites
406,99,191062,12/06/2012,5509,1,Joe Walsh,Favourites
463,1279,191175,17/07/2012,5793,1,John Eliot Gardiner,Favourites
10097,63,191245,15/12/2014,6127,1,John Lennon,Top Cats
7678,2666,191245,08/10/2014,5317,1,John Lennon,Favourites
12783,2716,191245,12/03/2015,5726,1,John Lennon,My Catalogue Favs
3378,3499,191265,19/03/2014,5308,1,John Mellencamp,Favourites
5776,1044,191265,31/07/2014,5378,1,John Mellencamp,Favourites
3486,376,191364,26/03/2014,5131,1,Johnny Cash,Favourites
3327,3491,191364,19/03/2014,5651,1,Johnny Cash,Favourites
1750,1958,191364,08/07/2013,5041,1,Johnny Cash,Favourites
10071,63,191364,15/12/2014,6127,1,Johnny Cash,Top Cats
13566,63,191364,24/03/2015,6606,1,Johnny Cash,Kings Of Catalogue 21-30
13551,5127,191375,24/03/2015,6602,1,Johnny Gill,Urban Artists
5899,2567,191375,07/08/2014,5766,1,Johnny Gill,Favourites
5029,4095,191375,19/06/2014,5620,1,Johnny Gill,Favourites
4806,2900,191518,06/06/2014,4907,1,Jonna Tervomaa,Favourites
4511,3523,191518,26/05/2014,5739,1,Jonna Tervomaa,Favourites
1577,1664,191518,13/06/2013,5105,1,Jonna Tervomaa,Favourites
1545,2151,191611,07/06/2013,5181,1,Jose James,Favourites
862,1583,191669,17/01/2013,4902,1,Joseph Calleja,Favourites
3017,2683,191669,20/02/2014,5135,1,Joseph Calleja,Favourites
8958,744,191669,03/12/2014,5950,1,Joseph Calleja,Decca
6427,4300,191706,08/09/2014,4990,1,Josh Turner,Favourites
6418,4528,191706,08/09/2014,5926,1,Josh Turner,Favourites
6762,4580,191706,17/09/2014,4917,1,Josh Turner,Favourites
6942,4334,191706,18/09/2014,5059,1,Josh Turner,Favourites
2872,3158,191706,07/02/2014,4960,1,Josh Turner,Favourites
4435,2844,191706,21/05/2014,5410,1,Josh Turner,Favourites
4687,2532,191706,03/06/2014,5553,1,Josh Turner,Favourites
4225,3361,191706,10/05/2014,4978,1,Josh Turner,Favourites
6087,4443,191706,22/08/2014,4891,1,Josh Turner,Favourites
13662,5106,191706,27/03/2015,6617,1,Josh Turner,UMG Nashville
13210,5106,191706,20/03/2015,6571,1,Josh Turner,Bryan - Digital 
13176,5106,191706,20/03/2015,6567,1,Josh Turner,MCA Nashville
13389,5106,191706,23/03/2015,6587,1,Josh Turner,Leigh P - Publicity
13390,5106,191706,23/03/2015,6592,1,Josh Turner,Amanda - Prod. Mngr
13391,5106,191706,23/03/2015,6596,1,Josh Turner,Kelli - PM Coord.
5012,3767,191741,18/06/2014,4859,1,Joyce Jonathan,Favourites
3275,3175,191741,13/03/2014,5000,1,Joyce Jonathan,Favourites
3266,1583,191763,13/03/2014,4902,1,Juan Diego Flórez,Favourites
6297,787,191763,02/09/2014,5796,1,Juan Diego Flórez,Favourites
8963,744,191763,03/12/2014,5950,1,Juan Diego Flórez,Decca
12495,2737,191768,27/02/2015,6468,1,Juan Luis Guerra,Prioritarios LATINO
12291,3810,191768,19/02/2015,5005,1,Juan Luis Guerra,Prioridades Latinas - February 2015
1056,217,191768,25/02/2013,5709,1,Juan Luis Guerra,Favourites
1388,518,191768,20/05/2013,5717,1,Juan Luis Guerra,ARTISTAS LATINOS 
1819,2403,191768,24/07/2013,5348,1,Juan Luis Guerra,Favourites
13721,2403,191768,30/03/2015,6615,1,Juan Luis Guerra,UMLA Priorities
13730,2403,191769,30/03/2015,6615,1,Juan Magan,UMLA Priorities
1820,2403,191769,24/07/2013,5348,1,Juan Magan,Favourites
1047,217,191769,25/02/2013,5709,1,Juan Magan,Favourites
1154,470,191769,10/04/2013,4862,1,Juan Magan,Favourites
2604,518,191769,02/12/2013,5717,1,Juan Magan,ARTISTAS LATINOS 
4795,3998,191769,05/06/2014,5468,1,Juan Magan,Favourites
5134,4126,191769,25/06/2014,5101,1,Juan Magan,Favourites
4340,2250,191769,15/05/2014,4955,1,Juan Magan,Favourites
12492,2737,191769,27/02/2015,6468,1,Juan Magan,Prioritarios LATINO
11673,3718,191769,28/01/2015,6368,1,Juan Magan,Local
10572,2247,191769,07/01/2015,6201,1,Juan Magan,latin priorities
10300,219,191769,16/12/2014,5422,1,Juan Magan,Favourites
10222,1225,191769,15/12/2014,6134,1,Juan Magan,UMLA Prioridades Latinas
10764,792,191769,12/01/2015,6272,1,Juan Magan,UMLE US | POP & URBAN
9682,467,191769,09/12/2014,6038,1,Juan Magan,GTS (Global Talent Services)
9696,467,191769,09/12/2014,6039,1,Juan Magan,UMS (Local Acts)
2390,2804,191819,24/10/2013,5511,1,Juelz Santana,Favourites
8961,744,191845,03/12/2014,5950,1,Julia Fischer,Decca
788,1539,191860,03/12/2012,5399,1,Julian Cope,Favourites
13649,5106,191876,27/03/2015,6617,1,Julianne Hough,UMG Nashville
13186,5106,191876,20/03/2015,6569,1,Julianne Hough,Mercury Records
6007,3257,191898,19/08/2014,5751,1,Julie Zenatti,Favourites
9538,4991,191898,08/12/2014,6023,1,Julie Zenatti,CAPITOL
6504,4510,191898,11/09/2014,5411,1,Julie Zenatti,Favourites
3893,3735,191906,16/04/2014,5732,1,Juliette,Favourites
10774,1481,191974,13/01/2015,6137,1,Jürgen Drews,Rhingtön
5667,4330,191999,28/07/2014,5652,1,Justin Timberlake,Favourites
2292,2653,191999,18/10/2013,5785,1,Justin Timberlake,Favourites
3076,386,192025,25/02/2014,5901,1,K.I.Z.,Favourites
10718,386,192025,12/01/2015,6269,1,K.I.Z.,German HipHop
13498,386,192025,24/03/2015,6599,1,K.I.Z.,Current Prios
5999,3557,192074,19/08/2014,5521,1,Kalmah,Favourites
11023,3805,192118,14/01/2015,6290,1,Kardinal Offishall,Websites
11594,838,192118,27/01/2015,5787,1,Kardinal Offishall,Domestics
11595,838,192118,27/01/2015,6370,1,Kardinal Offishall,Domestic priorities
5513,4287,192130,21/07/2014,5627,1,Karen Harding,Favourites
14020,1635,192130,10/04/2015,6328,1,Karen Harding,#svježasrijeda
1891,1999,192228,12/08/2013,5275,1,Kastelruther Spatzen,Favourites
1471,221,192228,28/05/2013,4861,1,Kastelruther Spatzen,Favourites
3758,3690,192252,09/04/2014,4931,1,Katerine,Favourites
6157,4460,192252,28/08/2014,4809,1,Katerine,Favourites
6738,4510,192335,17/09/2014,5411,1,Keen' V,Favourites
9838,3295,192335,10/12/2014,6083,1,Keen' V,PM AM DECEMBRE 2014
10490,1128,192359,06/01/2015,4878,1,Keith Jarrett,Favourites
10092,63,192374,15/12/2014,6127,1,Keith Urban,Top Cats
6400,4528,192374,08/09/2014,5926,1,Keith Urban,Favourites
6674,3755,192374,16/09/2014,5834,1,Keith Urban,Favourites
4418,2844,192374,21/05/2014,5410,1,Keith Urban,Favourites
4207,3361,192374,10/05/2014,4978,1,Keith Urban,Favourites
4669,2532,192374,03/06/2014,5553,1,Keith Urban,Favourites
5478,4278,192374,18/07/2014,5497,1,Keith Urban,Favourites
5560,4300,192374,22/07/2014,4990,1,Keith Urban,Favourites
6053,4429,192374,21/08/2014,5192,1,Keith Urban,Favourites
6075,4443,192374,22/08/2014,4891,1,Keith Urban,Favourites
5016,3972,192374,18/06/2014,5477,1,Keith Urban,Favourites
1983,2527,192374,05/09/2013,5873,1,Keith Urban,Favourites
1687,2063,192374,01/07/2013,5384,1,Keith Urban,Favourites
2856,3158,192374,07/02/2014,4960,1,Keith Urban,Favourites
2074,207,192374,19/09/2013,5195,1,Keith Urban,Favourites
13633,5106,192374,27/03/2015,6617,1,Keith Urban,UMG Nashville
13170,5106,192374,20/03/2015,6566,1,Keith Urban,Captiol Records
13217,5106,192374,20/03/2015,6572,1,Keith Urban,Amy - Digital
13324,5106,192374,23/03/2015,6588,1,Keith Urban,Lori - Publicity 
13325,5106,192374,23/03/2015,6593,1,Keith Urban,Jen - Prod. Mngr
13326,5106,192374,23/03/2015,6596,1,Keith Urban,Kelli - PM Coord.
2406,2804,192398,25/10/2013,5511,1,Kem,Favourites
4920,4037,192398,11/06/2014,5198,1,Kem,Favourites
8182,4223,192398,29/10/2014,5237,1,Kem,Favourites
5076,4115,192407,24/06/2014,5447,1,Ken Ring,Favourites
2247,2768,192434,15/10/2013,5047,1,Kenny Babyface Edmonds,Favourites
404,99,192450,12/06/2012,5509,1,Kenny G,Favourites
10339,5038,192450,17/12/2014,6149,1,Kenny G,1 20 and 1 27 New Releases
11856,2397,192450,02/02/2015,5110,1,Kenny G,Favourites
833,198,192466,14/01/2013,5079,1,Kent,Favourites
4328,1031,192466,15/05/2014,5022,1,Kent,Favourites
1923,1487,192507,19/08/2013,5179,1,Kevin Devine,Favourites
5088,4088,192529,24/06/2014,4916,1,Keyshia Cole,Favourites
5159,4131,192529,26/06/2014,4923,1,Keyshia Cole,Favourites
5652,4330,192529,28/07/2014,5652,1,Keyshia Cole,Favourites
8393,4510,192532,04/11/2014,5411,1,Khaled,Favourites
9444,2630,192566,05/12/2014,6014,1,Kika,All UMP Artists
9445,2630,192566,05/12/2014,6015,1,Kika,All UMP Current Artists
9446,2630,192566,05/12/2014,5843,1,Kika,Favourites
4237,1651,192566,12/05/2014,5846,1,Kika,Favourites
3805,3673,192566,10/04/2014,4818,1,Kika,Favourites
11483,5126,192664,27/01/2015,6357,1,Kings Of Convenience,Virgin Roster
10067,63,192695,15/12/2014,6127,1,Kiss,Top Cats
8229,4082,192695,20/10/2014,4918,1,Kiss,Favourites2
7410,3530,192695,01/10/2014,4971,1,Kiss,Favourites
3824,3479,192695,14/04/2014,5324,1,Kiss,Favourites
3487,376,192695,26/03/2014,5131,1,Kiss,Favourites
4463,3269,192695,21/05/2014,5007,1,Kiss,Favourites
1312,1556,192695,08/05/2013,5600,1,Kiss,Favourites
789,1539,192695,03/12/2012,5399,1,Kiss,Favourites
490,63,192695,24/07/2012,5045,1,Kiss,Favourites
613,984,192695,05/09/2012,5932,1,Kiss,Favourites
2725,1121,192695,15/01/2014,5625,1,Kiss,Favourites
3227,3418,192695,11/03/2014,4851,1,Kiss,Favourites
3354,3499,192695,19/03/2014,5308,1,Kiss,Favourites
12795,2716,192695,12/03/2015,5726,1,Kiss,My Catalogue Favs
13562,63,192695,24/03/2015,6605,1,Kiss,Kings Of Catalogue 11-20
4990,2900,192787,17/06/2014,4907,1,Kolmas Nainen,Favourites
5317,4199,192794,08/07/2014,5674,1,Kombii,Favourites
2771,3091,192822,29/01/2014,5908,1,Korn,Favourites
2473,2817,192822,06/11/2013,4830,1,Korn,Favourites
1611,2223,192822,24/06/2013,5629,1,Korn,Favourites
1892,1999,192822,12/08/2013,5275,1,Korn,Favourites
4505,3523,192833,26/05/2014,5739,1,Kotiteollisuus,Favourites
6352,2879,192833,04/09/2014,5711,1,Kotiteollisuus,Favourites
8657,4873,192833,18/11/2014,5301,1,Kotiteollisuus,Favourites
10256,3557,192833,16/12/2014,5521,1,Kotiteollisuus,Favourites
10701,4122,192840,12/01/2015,6267,1,Kraantje Pappie,Noah's Ark
6345,2799,192857,04/09/2014,5799,1,Kris Kristofferson,Favourites
10372,2196,193009,22/12/2014,6131,1,La Arrolladora Banda El Limón De Rene Camacho,Latin Q1 2015
1022,615,193033,14/02/2013,5855,1,La Grande Sophie,Favourites
745,884,193096,31/10/2012,5900,1,Lady Antebellum,Favourites
1671,2063,193096,01/07/2013,5384,1,Lady Antebellum,Favourites
2857,3158,193096,07/02/2014,4960,1,Lady Antebellum,Favourites
3382,3499,193096,19/03/2014,5308,1,Lady Antebellum,Favourites
4671,2532,193096,03/06/2014,5553,1,Lady Antebellum,Favourites
4212,3361,193096,10/05/2014,4978,1,Lady Antebellum,Favourites
4412,2844,193096,21/05/2014,5410,1,Lady Antebellum,Favourites
5785,2527,193096,31/07/2014,5873,1,Lady Antebellum,Favourites
5481,4278,193096,18/07/2014,5497,1,Lady Antebellum,Favourites
5492,3764,193096,18/07/2014,5852,1,Lady Antebellum,Favourites
6121,4443,193096,26/08/2014,4891,1,Lady Antebellum,Favourites
10076,63,193096,15/12/2014,6127,1,Lady Antebellum,Top Cats
11536,256,193096,27/01/2015,5197,1,Lady Antebellum,Current Artists
6673,3755,193096,16/09/2014,5834,1,Lady Antebellum,Favourites
6720,2722,193096,17/09/2014,5827,1,Lady Antebellum,Favourites
6402,4528,193096,08/09/2014,5926,1,Lady Antebellum,Favourites
7604,137,193096,08/10/2014,5899,1,Lady Antebellum,Favourites
7752,601,193096,09/10/2014,5753,1,Lady Antebellum,Favourites
7896,4290,193096,16/10/2014,5531,1,Lady Antebellum,Favourites
9319,3972,193096,04/12/2014,5477,1,Lady Antebellum,Favourites
13571,63,193096,24/03/2015,6606,1,Lady Antebellum,Kings Of Catalogue 21-30
13630,5106,193096,27/03/2015,6617,1,Lady Antebellum,UMG Nashville
13315,5106,193096,23/03/2015,6589,1,Lady Antebellum,Ailie - Publicity 
13316,5106,193096,23/03/2015,6593,1,Lady Antebellum,Jen - Prod. Mngr
13317,5106,193096,23/03/2015,6596,1,Lady Antebellum,Kelli - PM Coord.
13235,5106,193096,20/03/2015,6580,1,Lady Antebellum,Doug - Digital 
13166,5106,193096,20/03/2015,6566,1,Lady Antebellum,Captiol Records
13273,1292,193133,23/03/2015,6584,1,Lalah Hathaway,Kendrick Album Collaborators
7767,4434,193133,09/10/2014,4953,1,Lalah Hathaway,Favourites
7514,4666,193260,06/10/2014,4904,1,Laura Bell Bundy,Favourites
4454,2844,193260,21/05/2014,5410,1,Laura Bell Bundy,Favourites
9040,3726,193275,03/12/2014,5956,1,Laura Veirs,My Real Favs
8658,4873,193301,18/11/2014,5301,1,Lauri Tähkä,Favourites
4520,3523,193301,26/05/2014,5739,1,Lauri Tähkä,Favourites
4634,739,193301,03/06/2014,5082,1,Lauri Tähkä,Favourites
6740,4510,193357,17/09/2014,5411,1,Lea Castel,Favourites
7766,4434,193378,09/10/2014,4953,1,Ledisi,Favourites
8094,3703,193378,26/10/2014,5532,1,Ledisi,Favourites
4309,1200,193378,15/05/2014,5029,1,Ledisi,Favourites
2804,355,193378,04/02/2014,4798,1,Ledisi,Favourites
1428,2003,193458,24/05/2013,5614,1,Lena,Favourites
7744,4381,193458,09/10/2014,5633,1,Lena,Favourites
12886,324,193458,17/03/2015,4858,1,Lena,Favourites
13491,386,193458,24/03/2015,6599,1,Lena,Current Prios
13447,2562,193458,24/03/2015,6586,1,Lena,Managementprotokoll
13964,386,193458,08/04/2015,6651,1,Lena,Campaigns Mai
7414,3530,193490,01/10/2014,4971,1,Lenny Kravitz,Favourites
8232,4082,193490,20/10/2014,4918,1,Lenny Kravitz,Favourites2
3279,2338,193526,13/03/2014,5849,1,Leon Russell,Favourites
3129,2666,193526,26/02/2014,5317,1,Leon Russell,Favourites
1137,615,193590,18/03/2013,5855,1,Les Enfoirés,Favourites
8927,4476,193660,03/12/2014,5516,1,Lester Young,FavouritesAirplay
11522,5126,193662,27/01/2015,6357,1,Lethal Bizzle,Virgin Roster
12655,5368,193662,04/03/2015,6491,1,Lethal Bizzle,My Roster
3667,3623,193667,03/04/2014,5419,1,Level 42,Favourites
1490,1493,193700,29/05/2013,5391,1,Liberace,Favourites
11248,5038,193715,21/01/2015,6323,1,Lieutenant,3 3 and 3 10 New Release
648,597,193717,12/09/2012,5491,1,Lifehouse,Favourites
417,815,193717,14/06/2012,5574,1,Lifehouse,Favourites
8130,4509,193857,28/10/2014,4956,1,Lino,Favourites
9077,1366,193857,03/12/2014,5963,1,Lino,Artistes Capitol
6742,4510,193857,17/09/2014,5411,1,Lino,Favourites
7294,1969,193870,29/09/2014,5658,1,Lionel Loueke,Favourites
7411,3530,193871,01/10/2014,4971,1,Lionel Richie,Favourites
8230,4082,193871,20/10/2014,4918,1,Lionel Richie,Favourites2
3383,3499,193871,19/03/2014,5308,1,Lionel Richie,Favourites
3099,2623,193936,25/02/2014,5315,1,Little Dragon,Favourites
2699,1959,193936,09/01/2014,5174,1,Little Dragon,Favourites
3434,2817,193936,24/03/2014,4830,1,Little Dragon,Favourites
1259,1868,193987,30/04/2013,5622,1,Ll Cool J,Favourites
5646,4330,194015,28/07/2014,5652,1,LMFAO,Favourites
3253,3443,194055,12/03/2014,5794,1,Lolo,Favourites
3833,3721,194144,14/04/2014,5678,1,Lori Meyers,Favourites
9697,467,194144,09/12/2014,6039,1,Lori Meyers,UMS (Local Acts)
11685,3718,194144,28/01/2015,6368,1,Lori Meyers,Local
12181,518,194232,11/02/2015,5717,1,Los Tigres Del Norte,ARTISTAS LATINOS 
4868,3265,194232,06/06/2014,5567,1,Los Tigres Del Norte,Favourites
6025,2637,194335,20/08/2014,4845,1,Love Shop,Favourites
12188,1973,194398,12/02/2015,6436,1,Luciano Pereyra,copa
12573,3333,194398,02/03/2015,6473,1,Luciano Pereyra,2015 Latino
8369,211,194398,03/11/2014,5406,1,Luciano Pereyra,Favourites
4645,366,194401,03/06/2014,5845,1,Lucie,Favourites
13581,5127,194403,25/03/2015,6603,1,Lucie Silvas,Indie Artists
13707,5389,194440,30/03/2015,6623,1,Ludacris,Jay Cook Report
14095,38,194440,13/04/2015,6665,1,Ludacris,Def Jam
2394,2804,194440,24/10/2013,5511,1,Ludacris,Favourites
1099,1674,194440,08/03/2013,5927,1,Ludacris,Favourites
12445,2173,194440,26/02/2015,6465,1,Ludacris,Def Jam Social & Content Report
12631,5038,194440,03/03/2015,6451,1,Ludacris,3 31 and 4 7 releases
12384,4051,194440,24/02/2015,6459,1,Ludacris,Def Jam Weekly Social Report
8960,744,194444,03/12/2014,5950,1,Ludovico Einaudi,Decca
908,101,194444,25/01/2013,5188,1,Ludovico Einaudi,Favourites
472,83,194444,23/07/2012,5730,1,Ludovico Einaudi,Favourites
334,1128,194444,11/05/2012,4878,1,Ludovico Einaudi,Favourites
2027,582,194444,17/09/2013,5297,1,Ludovico Einaudi,Favourites
2780,3070,194444,30/01/2014,5596,1,Ludovico Einaudi,Favourites
645,219,194470,11/09/2012,5422,1,Luis Fonsi,Favourites
4336,2250,194470,15/05/2014,4955,1,Luis Fonsi,Favourites
10767,792,194470,12/01/2015,6272,1,Luis Fonsi,UMLE US | POP & URBAN
10217,1225,194470,15/12/2014,6134,1,Luis Fonsi,UMLA Prioridades Latinas
10570,2247,194470,07/01/2015,6201,1,Luis Fonsi,latin priorities
6004,3557,194511,19/08/2014,5521,1,Lullacry,Favourites
10394,1744,194531,22/12/2014,6164,1,Lupe Fiasco,Urban
10107,63,194580,15/12/2014,6127,1,Lynyrd Skynyrd,Top Cats
8233,4082,194580,20/10/2014,4918,1,Lynyrd Skynyrd,Favourites2
7415,3530,194580,01/10/2014,4971,1,Lynyrd Skynyrd,Favourites
3390,3499,194580,19/03/2014,5308,1,Lynyrd Skynyrd,Favourites
1292,1575,194586,06/05/2013,4928,1,-M-,Favourites
1100,1674,194608,08/03/2013,5927,1,M.I.A.,Favourites
5636,4330,194608,28/07/2014,5652,1,M.I.A.,Favourites
6211,4481,194608,01/09/2014,5096,1,M.I.A.,Favourites
9561,4932,194631,08/12/2014,5688,1,Mac Tyer,Favourites
9925,3175,194631,11/12/2014,6105,1,Mac Tyer,Local
5992,3557,194642,19/08/2014,5521,1,Machinae Supremacy,Favourites
9007,744,194694,03/12/2014,5952,1,Magdalena Kozená,Deutsche Grammophon
904,1571,194755,23/01/2013,5765,1,Major Lazer,Favourites
9691,467,194770,09/12/2014,6039,1,Mala Rodríguez,UMS (Local Acts)
11687,3718,194770,28/01/2015,6368,1,Mala Rodríguez,Local
12183,518,194830,11/02/2015,5717,1,Mana',ARTISTAS LATINOS 
6392,4527,194836,08/09/2014,5498,1,Mandisa,Favourites
6783,4582,194836,17/09/2014,5489,1,Mandisa,Favourites
6822,4585,194836,17/09/2014,5893,1,Mandisa,Favourites
6873,4590,194836,17/09/2014,5454,1,Mandisa,Favourites
6950,2522,194836,18/09/2014,4900,1,Mandisa,Favourites
7581,4684,194836,07/10/2014,5158,1,Mandisa,Favourites
7793,4670,194836,10/10/2014,5217,1,Mandisa,Favourites
7840,3828,194836,13/10/2014,5319,1,Mandisa,Favourites
5914,4312,194836,08/08/2014,5125,1,Mandisa,Favourites
5580,3813,194836,23/07/2014,4871,1,Mandisa,Favourites
5182,3170,194837,30/06/2014,5142,1,Mando Diao,Favourites
3814,1445,194837,14/04/2014,5672,1,Mando Diao,Favourites
3943,115,194837,18/04/2014,4819,1,Mando Diao,Favourites
4178,492,194837,08/05/2014,5931,1,Mando Diao,Favourites
3068,386,194837,25/02/2014,5901,1,Mando Diao,Favourites
10257,517,194869,16/12/2014,5583,1,Manolis Famellos,Favourites
9166,4476,194887,03/12/2014,5979,1,Manu Chao,Little Ones
9685,467,194895,09/12/2014,6039,1,Manuel Carrasco,UMS (Local Acts)
9678,467,194895,09/12/2014,6038,1,Manuel Carrasco,GTS (Global Talent Services)
11571,3718,194895,27/01/2015,6368,1,Manuel Carrasco,Local
2439,2836,194895,28/10/2013,5871,1,Manuel Carrasco,Favourites
4031,492,194895,28/04/2014,5931,1,Manuel Carrasco,Favourites
3825,3721,194895,14/04/2014,5678,1,Manuel Carrasco,Favourites
9617,108,194937,09/12/2014,6033,1,Marc Pircher,Austrian Domestic
4058,2262,194982,29/04/2014,5072,1,Marco Antonio Solís,Favourites
2001,518,194982,12/09/2013,5717,1,Marco Antonio Solís,ARTISTAS LATINOS 
9457,2630,194993,05/12/2014,6017,1,Marco Rodrigues,Roster
9458,2630,194993,05/12/2014,6014,1,Marco Rodrigues,All UMP Artists
9459,2630,194993,05/12/2014,6015,1,Marco Rodrigues,All UMP Current Artists
9460,2630,194993,05/12/2014,6016,1,Marco Rodrigues,Fado
7304,1969,195013,29/09/2014,5658,1,Marcus Miller,Favourites
11864,2798,195013,02/02/2015,5099,1,Marcus Miller,Favourites
11860,2397,195013,02/02/2015,5110,1,Marcus Miller,Favourites
12095,5038,195013,09/02/2015,6425,1,Marcus Miller,3 17 and 3 24 New Release
5398,1345,195013,10/07/2014,5703,1,Marcus Miller,Favourites
4001,3657,195083,23/04/2014,5563,1,Maria De Medeiros,Favourites
5236,3174,195099,03/07/2014,5719,1,Maria João Pires,Favourites
787,1539,195150,03/12/2012,5399,1,Marianne Faithfull,Favourites
2587,517,195234,29/11/2013,5583,1,Marinella,Favourites
4891,4020,195382,10/06/2014,5295,1,Markus Krunegård,Favourites
4567,743,195382,28/05/2014,5637,1,Markus Krunegård,Favourites
10232,4838,195382,16/12/2014,4797,1,Markus Krunegård,Polydor
7909,3384,195382,16/10/2014,4898,1,Markus Krunegård,Favourites
9700,467,195390,09/12/2014,6039,1,Marlango,UMS (Local Acts)
11672,3718,195390,28/01/2015,6368,1,Marlango,Local
3829,3721,195390,14/04/2014,5678,1,Marlango,Favourites
9041,3726,195427,03/12/2014,5956,1,Martha Wainwright,My Real Favs
